DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100035,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,23,"$20,125.34 ","$5,564.26 ","$4,820.65 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL,22,"$37,335.00 ","$7,131.86 ","$6,317.31 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100040,ST VINCENT'S MEDICAL CENTER,JACKSONVILLE,FL,24,"$15,792.62 ","$5,137.29 ","$4,342.12 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100043,MEASE HOSPITAL DUNEDIN,DUNEDIN,FL,12,"$16,761.83 ","$4,657.08 ","$3,979.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100044,MARTIN MEMORIAL MEDICAL CENTER,STUART,FL,35,"$25,449.74 ","$5,374.17 ","$4,505.48 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100045,FLORIDA HOSPITAL DELAND,DELAND,FL,12,"$15,144.83 ","$5,206.50 ","$4,362.83 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100047,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,21,"$21,137.28 ","$4,823.28 ","$4,023.85 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100050,PALM SPRINGS GENERAL HOSPITAL,HIALEAH,FL,18,"$16,369.88 ","$7,240.00 ","$6,496.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,27,"$29,567.11 ","$5,344.81 ","$4,262.59 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100057,FLORIDA HOSPITAL WATERMAN,TAVARES,FL,26,"$18,056.34 ","$5,032.46 ","$4,299.69 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100061,MERCY HOSPITAL INC,MIAMI,FL,12,"$22,181.50 ","$6,786.50 ","$5,762.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100062,MUNROE REGIONAL MEDICAL CENTER,OCALA,FL,39,"$17,164.17 ","$5,019.30 ","$3,925.71 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100063,MORTON PLANT NORTH BAY HOSPITAL,NEW PORT RICHEY,FL,14,"$16,299.85 ","$4,925.00 ","$3,959.28 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100067,ST ANTHONY'S HOSPITAL,SAINT PETERSBUR,FL,40,"$20,770.60 ","$5,354.10 ","$4,225.60 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100070,VENICE REGIONAL MEDICAL CENTER,VENICE,FL,21,"$14,154.90 ","$4,885.38 ","$4,082.90 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100071,BROOKSVILLE REGIONAL HOSPITAL,BROOKSVILLE,FL,19,"$33,891.63 ","$5,410.42 ","$4,465.57 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100072,FLORIDA HOSPITAL FISH MEMORIAL,ORANGE CITY,FL,16,"$21,619.18 ","$5,101.00 ","$4,185.25 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100073,HOLY CROSS HOSPITAL INC,FORT LAUDERDALE,FL,23,"$22,236.30 ","$4,916.04 ","$4,059.60 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100075,ST JOSEPH'S HOSPITAL,TAMPA,FL,56,"$22,884.16 ","$6,149.21 ","$4,799.57 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100077,PEACE RIVER REGIONAL MEDICAL CENTER,PORT CHARLOTTE,FL,19,"$30,507.89 ","$5,592.21 ","$4,531.52 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100080,JFK MEDICAL CENTER,ATLANTIS,FL,40,"$32,051.32 ","$5,725.77 ","$4,882.37 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100084,LEESBURG REGIONAL MEDICAL CENTER,LEESBURG,FL,39,"$18,216.35 ","$4,896.30 ","$4,090.97 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,15,"$13,140.26 ","$4,758.93 ","$3,935.20 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100088,BAPTIST MEDICAL CENTER,JACKSONVILLE,FL,22,"$30,745.36 ","$5,621.00 ","$4,903.54 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100090,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,21,"$16,078.04 ","$5,871.61 ","$5,069.14 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,ROCKLEDGE,FL,42,"$18,122.30 ","$5,062.73 ","$4,260.26 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100105,INDIAN RIVER MEDICAL CENTER,VERO BEACH,FL,32,"$11,891.53 ","$5,248.50 ","$4,360.68 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100107,LEHIGH REGIONAL MEDICAL CENTER,LEHIGH ACRES,FL,17,"$28,015.58 ","$5,287.23 ","$4,364.41 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,SEBRING,FL,25,"$21,999.80 ","$5,245.92 ","$4,399.68 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100110,OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,FL,28,"$34,715.46 ","$5,892.14 ","$4,612.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,GAINESVILLE,FL,53,"$18,910.92 ","$8,337.15 ","$7,552.11 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100122,NORTH OKALOOSA MEDICAL CENTER,CRESTVIEW,FL,17,"$28,411.52 ","$6,330.35 ","$4,281.64 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100127,MORTON PLANT HOSPITAL,CLEARWATER,FL,25,"$22,692.76 ","$5,856.28 ","$4,610.88 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,42,"$46,882.92 ","$8,413.59 ","$7,071.57 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,29,"$42,562.27 ","$5,832.48 ","$4,943.51 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100132,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,13,"$16,374.92 ","$5,197.92 ","$4,419.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,TALLAHASSEE,FL,41,"$20,563.75 ","$5,976.07 ","$4,916.70 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,DAVENPORT,FL,20,"$25,729.00 ","$5,436.45 ","$4,710.25 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100150,LOWER KEYS MEDICAL CENTER,KEY WEST,FL,11,"$23,922.90 ","$7,291.72 ","$6,271.36 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100151,MAYO CLINIC,JACKSONVILLE,FL,13,"$16,957.76 ","$6,818.30 ","$6,037.07 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100156,LAKE CITY MEDICAL CENTER,LAKE CITY,FL,12,"$18,858.91 ","$6,378.00 ","$5,351.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100157,LAKELAND REGIONAL MEDICAL CENTER,LAKELAND,FL,57,"$21,923.03 ","$5,117.78 ","$4,387.47 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,SANFORD,FL,17,"$26,137.70 ","$5,300.58 ","$4,238.94 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100168,BOCA RATON REGIONAL HOSPITAL,BOCA RATON,FL,16,"$18,529.62 ","$5,126.37 ","$4,285.37 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100173,FLORIDA HOSPITAL TAMPA,TAMPA,FL,37,"$25,832.91 ","$6,298.13 ","$4,054.86 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100176,PALM BEACH GARDENS MEDICAL CENTER,PALM BEACH GARD,FL,12,"$27,065.00 ","$5,059.83 ","$4,493.83 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100179,MEMORIAL HOSPITAL JACKSONVILLE,JACKSONVILLE,FL,26,"$44,679.30 ","$5,045.53 ","$4,091.38 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100180,ST PETERSBURG GENERAL HOSPITAL,SAINT PETERSBUR,FL,13,"$37,646.15 ","$5,946.61 ","$5,257.38 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100187,PALMETTO GENERAL HOSPITAL,HIALEAH,FL,15,"$53,419.26 ","$7,888.06 ","$6,607.26 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100191,MEDICAL CENTER OF TRINITY,TRINITY,FL,15,"$43,480.33 ","$5,109.60 ","$4,053.06 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,GAINESVILLE,FL,56,"$37,052.14 ","$5,411.55 ","$4,194.57 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100209,KENDALL REGIONAL MEDICAL CENTER,MIAMI,FL,23,"$39,831.04 ","$6,868.47 ","$6,133.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100211,PASCO REGIONAL MEDICAL CENTER,DADE CITY,FL,13,"$19,405.23 ","$4,960.84 ","$4,097.46 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100212,OCALA REGIONAL MEDICAL CENTER,OCALA,FL,31,"$30,328.93 ","$4,744.12 ","$3,876.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100213,BLAKE MEDICAL CENTER,BRADENTON,FL,45,"$29,642.80 ","$4,792.75 ","$3,816.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FORT MYERS,FL,18,"$17,581.11 ","$5,103.16 ","$4,296.27 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100223,FORT WALTON BEACH MEDICAL CENTER,FORT WALTON BEA,FL,18,"$48,428.83 ","$4,823.72 ","$3,759.94 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,TAMARAC,FL,12,"$40,027.08 ","$5,264.50 ","$4,509.83 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100226,ORANGE PARK MEDICAL CENTER,ORANGE PARK,FL,60,"$41,403.88 ","$5,203.23 ","$4,301.90 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100228,WESTSIDE REGIONAL MEDICAL CENTER,PLANTATION,FL,16,"$31,039.25 ","$5,361.81 ","$4,587.56 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100231,WEST FLORIDA HOSPITAL,PENSACOLA,FL,12,"$38,970.00 ","$4,813.00 ","$4,063.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100232,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,20,"$11,002.20 ","$5,343.05 ","$4,442.25 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,28,"$31,210.82 ","$4,908.78 ","$3,986.92 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100238,NORTHSIDE HOSPITAL,SAINT PETERSBUR,FL,13,"$39,075.76 ","$5,401.61 ","$4,620.38 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100243,BRANDON REGIONAL HOSPITAL,BRANDON,FL,41,"$35,028.09 ","$5,547.07 ","$4,657.95 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100244,CAPE CORAL HOSPITAL,CAPE CORAL,FL,29,"$18,537.37 ","$4,924.31 ","$3,599.17 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FORT PIERCE,FL,22,"$36,563.13 ","$6,643.09 ","$5,170.45 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100248,LARGO MEDICAL CENTER,LARGO,FL,18,"$25,519.77 ","$5,107.11 ","$4,233.77 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,CRYSTAL RIVER,FL,25,"$17,921.68 ","$4,897.40 ","$4,267.32 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100253,JUPITER MEDICAL CENTER,JUPITER,FL,17,"$19,568.17 ","$5,225.11 ","$4,163.47 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100254,CAPITAL REGIONAL MEDICAL CENTER,TALLAHASSEE,FL,12,"$23,463.33 ","$5,403.00 ","$4,651.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,14,"$38,875.85 ","$4,924.14 ","$3,873.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100258,DELRAY MEDICAL CENTER,DELRAY BEACH,FL,27,"$33,374.70 ","$5,218.55 ","$4,261.37 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100259,SOUTH BAY HOSPITAL,SUN CITY CENTER,FL,29,"$32,253.00 ","$4,621.89 ","$3,649.34 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100260,ST LUCIE MEDICAL CENTER,PORT SAINT LUCI,FL,28,"$36,930.78 ","$6,143.25 ","$4,492.85 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100264,OAK HILL HOSPITAL,BROOKSVILLE,FL,20,"$39,047.75 ","$4,601.00 ","$4,038.20 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100265,MEASE COUNTRYSIDE HOSPITAL,SAFETY HARBOR,FL,27,"$17,482.22 ","$4,807.66 ","$4,099.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100281,MEMORIAL HOSPITAL WEST,PEMBROKE PINES,FL,14,"$40,676.78 ","$6,251.28 ","$4,884.78 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100287,GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,FL,19,"$34,738.10 ","$5,562.57 ","$4,174.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100289,CLEVELAND CLINIC HOSPITAL,WESTON,FL,11,"$35,090.45 ","$5,403.09 ","$4,785.63 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100290,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,58,"$21,174.77 ","$4,860.39 ","$4,070.12 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100296,DOCTORS HOSPITAL INC,CORAL GABLES,FL,20,"$53,501.25 ","$7,260.25 ","$5,986.75 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100302,ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,FL,12,"$24,381.16 ","$5,055.50 ","$4,023.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,JACKSONVILLE,FL,11,"$18,799.72 ","$4,655.54 ","$3,635.18 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110001,HAMILTON MEDICAL CENTER,DALTON,GA,12,"$22,686.08 ","$5,940.50 ","$5,102.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110003,SATILLA REGIONAL MEDICAL CENTER,WAYCROSS,GA,16,"$12,068.00 ","$5,029.75 ","$4,112.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110005,NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,17,"$25,008.05 ","$5,242.64 ","$4,159.11 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,17,"$13,516.05 ","$6,142.35 ","$5,478.35 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,30,"$24,055.56 ","$9,573.66 ","$5,204.76 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110016,WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,11,"$12,067.45 ","$5,186.27 ","$4,368.81 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110018,NEWTON MEDICAL CENTER,COVINGTON,GA,11,"$10,526.45 ","$5,395.00 ","$4,474.63 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110024,CANDLER HOSPITAL,SAVANNAH,GA,18,"$23,919.72 ","$5,614.55 ","$4,744.77 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110028,UNIVERSITY HOSPITAL,AUGUSTA,GA,12,"$16,186.41 ","$7,676.41 ","$4,363.50 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,18,"$14,219.72 ","$5,322.55 ","$4,449.22 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,62,"$25,682.62 ","$9,312.00 ","$7,764.27 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110035,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30,"$26,472.40 ","$5,857.33 ","$4,529.70 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,35,"$16,841.80 ","$6,545.60 ","$5,521.37 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,24,"$15,612.91 ","$4,795.75 ","$3,907.58 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110069,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,19,"$17,897.57 ","$5,707.84 ","$4,651.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,22,"$16,528.00 ","$5,743.31 ","$4,824.40 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,15,"$23,399.86 ","$5,958.86 ","$4,984.20 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110076,DEKALB MEDICAL CENTER,DECATUR,GA,20,"$15,495.60 ","$6,170.55 ","$5,327.95 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,16,"$19,638.87 ","$6,093.75 ","$5,323.50 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,23,"$19,217.78 ","$8,669.47 ","$7,734.17 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110083,PIEDMONT HOSPITAL,ATLANTA,GA,20,"$18,787.40 ","$6,552.25 ","$3,999.40 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110089,COFFEE REGIONAL MEDICAL CENTER,DOUGLAS,GA,11,"$11,637.54 ","$4,982.00 ","$4,264.54 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110091,ROCKDALE MEDICAL CENTER,CONYERS,GA,14,"$22,867.57 ","$6,442.50 ","$5,009.42 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,15,"$14,884.33 ","$5,474.80 ","$4,508.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,27,"$19,559.55 ","$6,284.85 ","$5,536.11 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110122,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,19,"$12,911.42 ","$5,656.63 ","$4,480.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110129,"ST FRANCIS HOSPITAL, INC",COLUMBUS,GA,18,"$12,053.94 ","$4,813.55 ","$4,004.88 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110143,WELLSTAR COBB HOSPITAL,AUSTELL,GA,20,"$19,670.05 ","$5,980.05 ","$4,762.35 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110164,COLISEUM MEDICAL CENTER,MACON,GA,11,"$27,763.36 ","$5,665.63 ","$4,751.09 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110165,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,21,"$19,820.52 ","$6,027.57 ","$5,118.80 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110168,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,26,"$22,731.07 ","$5,158.73 ","$4,338.88 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110192,EMORY EASTSIDE MEDICAL CENTER,SNELLVILLE,GA,13,"$25,164.92 ","$5,183.23 ","$4,406.92 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110212,SMITH NORTHVIEW HOSPITAL,VALDOSTA,GA,12,"$9,919.83 ","$4,805.50 ","$4,149.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,110215,PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,GA,17,"$20,483.00 ","$5,089.11 ","$4,162.52 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,120001,THE QUEENS MEDICAL CENTER,HONOLULU,HI,19,"$27,601.00 ","$9,585.36 ","$8,264.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,130006,ST LUKES REGIONAL MEDICAL CENTER,BOISE,ID,12,"$15,237.58 ","$5,410.33 ","$4,658.33 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140007,PROVENA ST JOSEPH MEDICAL CENTER,JOLIET,IL,71,"$29,115.61 ","$6,036.32 ","$4,662.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,MELROSE PARK,IL,24,"$32,763.50 ","$5,420.29 ","$4,621.12 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140010,EVANSTON HOSPITAL,EVANSTON,IL,49,"$20,218.26 ","$5,949.04 ","$5,033.44 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140015,BLESSING HOSPITAL,QUINCY,IL,19,"$21,245.15 ","$7,427.68 ","$5,040.31 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140030,SHERMAN HOSPITAL,ELGIN,IL,25,"$31,864.44 ","$6,564.40 ","$5,758.28 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140034,ST MARYS HOSPITAL,CENTRALIA,IL,11,"$14,628.00 ","$5,465.09 ","$4,450.54 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,17,"$13,955.58 ","$4,966.76 ","$4,175.23 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140048,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,19,"$18,360.84 ","$7,320.78 ","$5,521.63 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140049,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,15,"$29,509.93 ","$7,893.53 ","$7,065.53 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140051,SKOKIE HOSPITAL,SKOKIE,IL,20,"$18,576.25 ","$6,762.25 ","$4,700.40 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140053,ST JOHNS HOSPITAL,SPRINGFIELD,IL,11,"$25,761.81 ","$6,230.36 ","$5,304.18 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140054,MACNEAL  HOSPITAL,BERWYN,IL,33,"$18,357.54 ","$7,333.78 ","$6,130.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140062,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,56,"$23,356.91 ","$5,215.75 ","$4,296.30 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,15,"$17,937.40 ","$5,493.13 ","$4,598.20 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140067,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,39,"$32,224.46 ","$6,214.66 ","$5,612.51 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,IL,17,"$20,007.29 ","$7,485.88 ","$6,625.88 "
