"DRGDefinition","ProviderId","ProviderName","ProviderCity","ProviderState","TotalDischarges","AverageCoveredCharges","AverageTotalPayments","AverageMedicarePayments"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","260216","SAINT LUKES EAST LEES SUMMIT HOSPITAL","LEES SUMMIT","MO","15","28379.13","4714.80","3811.33"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","270004","BILLINGS CLINIC HOSPITAL","BILLINGS","MT","35","23746.65","6804.54","5574.37"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","270012","BENEFIS HOSPITALS INC","GREAT FALLS","MT","15","17316.33","5859.53","5037.93"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","270051","KALISPELL REGIONAL MEDICAL CENTER","KALISPELL","MT","13","9978.53","5438.30","4572.46"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280003","BRYANLGH MEDICAL CENTER","LINCOLN","NE","17","17704.88","5758.29","4295.76"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280013","THE NEBRASKA MEDICAL CENTER","OMAHA","NE","27","18683.96","6989.62","5814.14"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280023","ST FRANCIS MEDICAL CENTER","GRAND ISLAND","NE","11","13495.36","4893.27","3975.81"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280032","MARY LANNING MEMORIAL HOSPITAL","HASTINGS","NE","14","10425.85","5424.28","4537.14"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280040","THE NEBRASKA METHODIST HOSPITAL","OMAHA","NE","17","19115.29","5469.76","3774.29"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","OMAHA","NE","16","21435.18","5776.31","4791.87"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290001","RENOWN REGIONAL MEDICAL CENTER","RENO","NV","27","40184.29","6638.59","5100.11"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290003","SUNRISE HOSPITAL AND MEDICAL CENTER","LAS VEGAS","NV","24","45420.83","6823.91","5766.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290021","VALLEY HOSPITAL MEDICAL CENTER","LAS VEGAS","NV","26","58848.84","7366.50","6632.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290039","MOUNTAINVIEW HOSPITAL","LAS VEGAS","NV","22","46804.40","6773.50","5050.77"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290041","SUMMERLIN HOSPITAL MEDICAL CENTER","LAS VEGAS","NV","19","41537.05","5920.15","5268.15"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290045","SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS","HENDERSON","NV","29","58771.75","6619.13","4645.34"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","LAS VEGAS","NV","13","28882.69","6187.53","5495.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300001","CONCORD HOSPITAL","CONCORD","NH","28","16179.28","5760.32","4917.03"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300003","MARY HITCHCOCK MEMORIAL HOSPITAL","LEBANON","NH","26","25678.26","8897.38","7677.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300011","ST JOSEPH HOSPITAL","NASHUA","NH","16","15328.25","5820.56","4973.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300012","ELLIOT HOSPITAL","MANCHESTER","NH","27","13368.74","5510.55","4637.22"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300023","EXETER HOSPITAL INC","EXETER","NH","15","17148.00","5440.20","4467.66"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300029","PORTSMOUTH REGIONAL HOSPITAL","PORTSMOUTH","NH","11","16830.18","5261.18","4343.72"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","300034","CATHOLIC MEDICAL CENTER","MANCHESTER","NH","20","19743.85","5154.60","4258.60"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310001","HACKENSACK UNIVERSITY MEDICAL CENTER","HACKENSACK","NJ","51","58009.82","7631.64","6841.39"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310002","NEWARK BETH ISRAEL MEDICAL CENTER","NEWARK","NJ","33","54475.54","10834.21","9900.57"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310003","PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S","NORTH BERGEN","NJ","37","68194.89","8795.16","7984.51"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310005","HUNTERDON MEDICAL CENTER","FLEMINGTON","NJ","16","21006.12","6476.56","5633.56"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310006","ST MARYS HOSPITAL, PASSAIC","PASSAIC","NJ","22","31870.09","7053.50","6234.59"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310008","HOLY NAME MEDICAL CENTER","TEANECK","NJ","43","30180.67","6568.37","5810.13"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310009","CLARA MAASS MEDICAL CENTER","BELLEVILLE","NJ","32","41672.93","6933.34","6129.71"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310010","UNIVERSITY MEDICAL CENTER AT PRINCETON","PRINCETON","NJ","40","35445.85","6844.10","5930.00"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310011","CAPE REGIONAL MEDICAL CENTER INC","CAPE MAY COURT","NJ","37","17748.00","5859.00","5161.37"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310012","VALLEY HOSPITAL","RIDGEWOOD","NJ","58","29942.29","6284.60","5374.46"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310015","MORRISTOWN MEMORIAL HOSPITAL","MORRISTOWN","NJ","17","34580.52","7218.64","6292.05"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310016","CHRIST HOSPITAL","JERSEY CITY","NJ","16","101715.06","11077.06","9524.56"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310017","CHILTON HOSPITAL","POMPTON PLAINS","NJ","36","30018.75","6247.77","5275.66"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310019","ST JOSEPHS REGIONAL MEDICAL CENTER","PATERSON","NJ","39","80151.51","11017.61","9338.23"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","BERLIN","NJ","79","45592.91","5995.89","5026.39"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","RAHWAY","NJ","14","47371.21","5507.14","4622.28"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310025","BAYONNE HOSPITAL CENTER","BAYONNE","NJ","13","128464.69","6503.30","5644.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310027","TRINITAS REGIONAL MEDICAL CENTER","ELIZABETH","NJ","19","35157.10","7753.15","6690.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310028","NEWTON MEMORIAL HOSPITAL","NEWTON","NJ","19","36996.00","5735.73","4584.10"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310029","OUR LADY OF LOURDES MEDICAL CENTER","CAMDEN","NJ","13","46089.76","7489.07","6289.69"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","VINELAND","NJ","34","42973.17","6559.29","5665.05"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310034","RIVERVIEW MEDICAL CENTER","RED BANK","NJ","29","47301.58","5549.48","4622.58"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","NEW BRUNSWICK","NJ","41","66228.34","8386.04","7509.53"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310039","RARITAN BAY MEDICAL CENTER","PERTH AMBOY","NJ","39","43302.97","7479.35","6743.71"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310040","HOBOKEN UNIVERSITY MEDICAL CENTER","HOBOKEN","NJ","19","48998.63","8601.21","7896.36"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310041","COMMUNITY MEDICAL CENTER","TOMS RIVER","NJ","106","42667.58","5742.98","4717.15"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","PENNINGTON","NJ","11","36907.90","6122.72","5099.45"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","ENGLEWOOD","NJ","37","49704.29","7271.24","6301.72"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310047","SHORE MEDICAL CENTER","SOMERS POINT","NJ","20","39777.55","5612.10","4495.80"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310048","SOMERSET MEDICAL CENTER","SOMERVILLE","NJ","26","64705.34","5907.38","4844.15"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310050","SAINT CLARES HOSPITAL","DENVILLE","NJ","31","36954.67","6126.48","5295.90"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310051","OVERLOOK HOSPITAL","SUMMIT","NJ","34","29444.00","7180.61","6012.29"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310052","OCEAN MEDICAL CENTER","BRICK","NJ","38","38138.50","5560.10","4794.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310054","MOUNTAINSIDE HOSPITAL","MONTCLAIR","NJ","18","27899.66","7960.00","7216.00"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","MOUNT HOLLY","NJ","23","37958.34","6100.78","4897.47"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310060","ST LUKES WARREN HOSPITAL","PHILLIPSBURG","NJ","16","38323.87","6230.75","5395.75"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","WILLINGBORO","NJ","19","51646.89","5753.26","4920.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","ATLANTIC CITY","NJ","22","54823.13","6319.40","5501.95"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310070","SAINT PETERS UNIVERSITY HOSPITAL","NEW BRUNSWICK","NJ","21","53353.23","7576.33","6823.19"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","NEPTUNE","NJ","41","55024.00","6760.04","5884.34"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310074","LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS","JERSEY CITY","NJ","14","36504.71","9334.00","8525.42"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310075","MONMOUTH MEDICAL CENTER","LONG BRANCH","NJ","39","52646.23","7700.20","6755.97"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310076","SAINT BARNABAS MEDICAL CENTER","LIVINGSTON","NJ","31","55114.96","8816.77","7092.87"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310081","UNDERWOOD - MEMORIAL HOSPITAL","WOODBURY","NJ","23","38799.60","5975.47","5047.30"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310084","KIMBALL MEDICAL CENTER","LAKEWOOD","NJ","30","41009.20","6110.00","5315.63"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","STRATFORD","NJ","57","44148.15","7390.38","6706.43"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310091","MEMORIAL HOSPITAL OF SALEM COUNTY","SALEM","NJ","18","28612.61","5968.83","5469.27"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","TRENTON","NJ","22","63740.68","6628.09","6030.81"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310096","SAINT MICHAELS MEDICAL CENTER, INC","NEWARK","NJ","19","30605.47","8844.05","7963.84"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","EDISON","NJ","22","54791.81","7374.59","6248.31"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","HAMILTON","NJ","25","37230.16","5531.64","4585.88"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310111","CENTRASTATE MEDICAL CENTER","FREEHOLD","NJ","26","32098.50","5930.03","4814.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310112","BAYSHORE COMMUNITY HOSPITAL","HOLMDEL","NJ","25","34562.04","5632.08","4958.00"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310113","SOUTHERN OCEAN MEDICAL CENTER","MANAHAWKIN","NJ","14","41341.50","5749.35","5104.78"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","310119","UMDNJ UNIVERSITY HOSPITAL","NEWARK","NJ","12","41040.58","12385.91","11450.58"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","320001","UNM HOSPITAL","ALBUQUERQUE","NM","14","21599.57","10409.00","9445.57"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","320002","ST VINCENT HOSPITAL","SANTA FE","NM","15","14797.06","7649.86","6673.06"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","320005","SAN JUAN REGIONAL MEDICAL CENTER","FARMINGTON","NM","17","21623.82","7087.00","6160.41"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","320006","EASTERN NEW MEXICO MEDICAL CENTER","ROSWELL","NM","11","33895.81","5962.36","5247.81"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","320021","PRESBYTERIAN HOSPITAL","ALBUQUERQUE","NM","15","17397.86","6290.53","5471.13"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330004","KINGSTON HOSPITAL","KINGSTON","NY","50","26906.38","7053.44","5912.58"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330005","KALEIDA HEALTH","BUFFALO","NY","55","14561.61","7352.65","6334.41"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330006","ST JOSEPHS MEDICAL CENTER","YONKERS","NY","14","8284.21","8460.92","7432.28"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330009","BRONX-LEBANON HOSPITAL CENTER","BRONX","NY","12","22540.50","15419.83","14104.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330013","ALBANY MEDICAL CENTER HOSPITAL","ALBANY","NY","33","33662.39","9150.90","7110.48"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330014","JAMAICA HOSPITAL MEDICAL CENTER","JAMAICA","NY","23","10361.56","11044.04","10165.08"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","BROOKLYN","NY","21","20655.14","9809.95","9007.47"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330023","VASSAR BROTHERS MEDICAL CENTER","POUGHKEEPSIE","NY","48","32914.27","6489.60","5577.85"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330024","MOUNT SINAI HOSPITAL","NEW YORK","NY","102","31751.00","12590.08","11432.90"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330027","NASSAU UNIVERSITY MEDICAL CENTER","EAST MEADOW","NY","29","19184.72","11271.89","10454.37"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330028","RICHMOND UNIVERSITY MEDICAL CENTER","STATEN ISLAND","NY","13","23190.30","9181.61","8146.53"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330043","SOUTHSIDE HOSPITAL","BAY SHORE","NY","28","23465.85","7271.57","6392.42"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330044","FAXTON-ST LUKES HEALTHCARE","UTICA","NY","33","10959.96","5096.96","3798.27"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330045","HUNTINGTON HOSPITAL","HUNTINGTON","NY","58","26444.43","6192.51","5338.50"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330046","ST LUKES ROOSEVELT HOSPITAL","NEW YORK","NY","71","40586.71","12038.73","10752.54"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330047","ST MARYS HOSPITAL AT AMSTERDAM","AMSTERDAM","NY","11","13079.63","4809.45","3889.09"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330049","NORTHERN DUTCHESS HOSPITAL","RHINEBECK","NY","17","22839.76","6248.00","5454.58"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","FLUSHING","NY","38","23346.68","9007.28","8238.65"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","BROOKLYN","NY","14","18455.57","11353.07","10475.07"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330057","ST PETERS HOSPITAL","ALBANY","NY","17","23797.88","5746.47","4843.58"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330059","MONTEFIORE MEDICAL CENTER","BRONX","NY","105","43850.77","12149.81","10790.94"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330061","LAWRENCE HOSPITAL CENTER","BRONXVILLE","NY","23","26132.08","7180.86","6248.47"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330064","NEW YORK DOWNTOWN HOSPITAL","NEW YORK","NY","13","18786.76","11929.53","10979.07"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330067","ST FRANCIS HOSPITAL","POUGHKEEPSIE","NY","43","27756.79","7456.95","6749.13"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330078","SISTERS OF CHARITY HOSPITAL","BUFFALO","NY","11","13449.63","5767.54","4853.00"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330080","LINCOLN MEDICAL  and  MENTAL HEALTH CENTER","BRONX","NY","21","13835.09","13583.28","12676.04"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330086","MOUNT VERNON HOSPITAL","MOUNT VERNON","NY","12","10369.83","8643.41","7797.08"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330090","ARNOT OGDEN MEDICAL CENTER","ELMIRA","NY","13","11200.92","5409.84","4720.61"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330094","COLUMBIA MEMORIAL HOSPITAL","HUDSON","NY","20","13239.20","5977.30","4676.70"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330101","NEW YORK-PRESBYTERIAN HOSPITAL","NEW YORK","NY","163","41609.15","12118.48","10505.14"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330104","NYACK HOSPITAL","NYACK","NY","31","23216.48","6969.22","6135.54"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330106","NORTH SHORE UNIVERSITY HOSPITAL","MANHASSET","NY","108","52757.82","9947.56","8684.89"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330107","PECONIC BAY MEDICAL CENTER","RIVERHEAD","NY","18","28914.94","6906.77","5545.33"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330108","ST JOSEPHS HOSPITAL, INC","ELMIRA","NY","11","14777.45","5968.27","5456.63"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330119","LENOX HILL HOSPITAL","NEW YORK","NY","40","67397.65","10014.65","9013.45"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330125","ROCHESTER GENERAL HOSPITAL","ROCHESTER","NY","23","14337.39","6061.82","5255.34"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330126","ORANGE REGIONAL MEDICAL CENTER","MIDDLETOWN","NY","31","32647.54","6443.16","5412.74"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330127","JACOBI MEDICAL CENTER","BRONX","NY","13","17476.23","12181.23","11489.53"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330128","ELMHURST HOSPITAL CENTER","ELMHURST","NY","18","28423.72","12485.94","11677.27"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330136","MARY IMOGENE BASSETT HOSPITAL","COOPERSTOWN","NY","13","13748.61","8304.15","7448.15"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330140","ST JOSEPHS HOSPITAL HEALTH CENTER","SYRACUSE","NY","23","21995.34","7557.60","6822.13"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","PATCHOGUE","NY","28","40757.89","6591.07","5628.78"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330152","LONG ISLAND COLLEGE HOSPITAL","BROOKLYN","NY","13","27314.00","11063.30","10030.69"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330153","ELLIS HOSPITAL","SCHENECTADY","NY","11","16065.63","5521.72","4804.27"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330157","SAMARITAN MEDICAL CENTER","WATERTOWN","NY","12","17106.91","8515.00","7765.66"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","SUFFERN","NY","26","33856.19","7310.92","6378.53"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330160","STATEN ISLAND UNIVERSITY HOSPITAL","STATEN ISLAND","NY","57","26132.47","8888.36","8079.19"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330162","NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO","NY","28","18342.42","6154.50","5394.35"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330167","WINTHROP-UNIVERSITY HOSPITAL","MINEOLA","NY","49","36405.81","8971.28","6896.36"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330169","BETH ISRAEL MEDICAL CENTER","NEW YORK","NY","116","34283.56","10651.64","9816.81"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330180","SAMARITAN HOSPITAL","TROY","NY","17","14177.23","5047.29","4191.05"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330181","GLEN COVE HOSPITAL","GLEN COVE","NY","30","24101.10","6535.73","5718.30"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330182","ST FRANCIS HOSPITAL, ROSLYN","ROSLYN","NY","19","38260.63","6290.94","5519.78"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","NEW ROCHELLE","NY","28","15809.57","9239.71","8476.14"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","PORT JEFFERSON","NY","23","26293.08","6590.13","4767.60"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330191","GLENS FALLS HOSPITAL","GLENS FALLS","NY","25","11924.36","4665.08","3809.88"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330193","FLUSHING HOSPITAL MEDICAL CENTER","FLUSHING","NY","31","15972.45","10486.77","9687.54"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330194","MAIMONIDES MEDICAL CENTER","BROOKLYN","NY","49","38575.36","11960.24","11022.20"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330195","LONG ISLAND JEWISH MEDICAL CENTER","NEW HYDE PARK","NY","44","41033.38","10629.31","9800.38"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330196","CONEY ISLAND HOSPITAL","BROOKLYN","NY","33","13807.78","11101.33","10352.45"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330198","SOUTH NASSAU COMMUNITIES HOSPITAL","OCEANSIDE","NY","37","23067.05","6629.02","5777.56"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330201","KINGSBROOK JEWISH MEDICAL CENTER","BROOKLYN","NY","15","29731.46","9042.93","8214.93"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330202","KINGS COUNTY HOSPITAL CENTER","BROOKLYN","NY","15","16525.20","12511.00","11609.66"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330203","CROUSE HOSPITAL","SYRACUSE","NY","21","16101.66","6995.90","6197.95"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330204","BELLEVUE HOSPITAL CENTER","NEW YORK","NY","17","30326.35","13759.11","13097.00"
"057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC","330208","ST JOHNS RIVERSIDE HOSPITAL","YONKERS","NY","51","22589.88","8573.52","7738.23"
